track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,deezer_playlist_count,deezer_playlist_reach,shazam_counts,explicit_track
Fighting My Demons,A Great Chaos,Ken Carson,2023-10-13,USUM72314187,2015,32.1,97155109.0,35187.0,5011301.0,67.0,4542549.0,51897.0,182364.5,5842047.0,55497007.0,100962228.0,1.0,50.0,2.0,4987.0,275363.0,1
The Sound Of Silence,The Sound of Silence (CYRIL Remix),Disturbed,2015-01-01,USRE11500180,2022,32.1,777947820.0,135133.0,20085121.0,70.0,1442138188.0,9765818.0,102483.0,24598507.0,297856843.0,718331276.0,18.0,53600.0,27.0,1748168.0,903827.0,0
Higher Power,Higher Power,Coldplay,2021-05-07,GBAYE2100379,2016,32.1,349603788.0,52095.0,26147738.0,63.0,137534459.0,1529839.0,276352.0,33048101.0,343629235.0,364653532.0,151.0,340644.0,49.0,833844.0,2591262.0,0
The Perfect Girl,The Perfect Girl,Mareux,2019-10-13,QZF8N1986577,2018,32.1,402007889.0,119524.0,26655185.0,72.0,275482156.0,4928693.0,306798.0,257157857.0,2141282045.0,1265625.0,8.0,142.0,5.0,32615.0,2706263.0,0
Yeah! (feat. Lil Jon & Ludacris),Kings Of Crunk (Special Edition),USHER,2004-01-01,USAR10301423,2020,32.1,1307469137.0,255327.0,107143110.0,80.0,1200224642.0,8294174.0,416052.0,131333791.0,1599320816.0,163326719.0,289.0,261191.0,117.0,1991675.0,15485233.0,0
Swear to God (feat. Future),Swear to God (feat. Future),Tee Grizzley,2024-05-10,USAT22402999,2011,32.1,7785021.0,1971.0,22252657.0,1.0,3973551.0,90879.0,182364.5,27141268.0,265551910.0,381728.0,17.0,2.0,7.0,1406173.0,57289.0,1
Prohibidox,FELIZ CUMPLEAï¿½ï¿½OS FERXXO TE PIRATEAMOS EL ï¿,Feid,2022-09-14,USUM72217627,2012,32.1,289624210.0,36819.0,10542649.0,70.0,201168669.0,890146.0,348887.0,29953518.0,298398790.0,2872779.0,27.0,10939.0,13.0,376532.0,465619.0,0
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,USUM71703088,2014,32.1,1343672718.0,207632.0,54635449.0,79.0,147139870.5,1277936.5,276521.0,31536387.0,221728131.0,100962228.0,146.0,51323.0,45.0,235755.0,5928064.0,1
Joga o Bum Bum Tam Tam,Bum Bum Tam Tam,MC Fioti,2017-06-14,PTVI11700181,2019,32.1,191584138.0,1656.0,120121.0,34.0,1924788325.0,15940525.0,182364.5,27141268.0,265551910.0,151086411.0,10.0,5993.0,15.0,230295.0,903827.0,1
Montagem Mysterious Game,Montagem Mysterious Game,LXNGVX,2023-11-17,QZTBF2315869,2021,32.1,139208438.0,13863.0,30279318.0,77.0,13279195.0,355386.0,277600.0,50901731.0,599656685.0,100962228.0,4.0,2.0,15.0,230295.0,1167271.0,0
soso,Boy Alone,Omah Lay,2022-06-24,USWB12201878,2017,32.1,167668390.0,54358.0,6297689.0,71.0,185746447.0,988971.0,341092.0,38596515.0,984682218.0,15648576.0,44.0,15141.0,15.0,454362.0,903827.0,0
SEDA,nadie sabe lo que va a pasar mañana,Bad Bunny,2023-10-13,QMFME2364188,2009,32.1,138855240.0,27705.0,8044125.0,67.0,33615045.0,376469.0,182364.5,27141268.0,265551910.0,4046637.0,6.0,665.0,2.0,4812515.0,201936.0,1
Lace It,Lace It (with Eminem & benny blanco),Juice WRLD,2023-12-16,USUG12303678,2023,32.1,70180212.0,15523.0,14326985.0,67.0,17251406.0,381254.0,182364.5,27141268.0,265551910.0,1318430001.0,3.0,2175.0,6.0,116566.0,105692.0,1
You Say,You Say,Lauren Daigle,2018-07-13,US8391800158,2033,32.0,542480898.0,81834.0,23568889.0,68.0,435065136.0,3809205.0,236600.0,53371812.0,401544074.0,45869358.0,96.0,125323.0,28.0,129538.0,10103507.0,0
Watch The World Burn,Watch The World Burn,Falling In Reverse,2023-01-31,USEP42231004,2029,32.0,137204273.0,42638.0,4064739.0,69.0,105245546.0,1284515.0,20400.0,9349182.0,77626486.0,8536921.0,9.0,17229.0,5.0,715957.0,633695.0,1
"Hukum - Thalaivar Alappara (From ""Jailer"")","Hukum - Thalaivar Alappara (From ""Jailer"")",Anirudh Ravichander,2023-07-17,QMBZ92351475,2030,32.0,143053873.0,6149.0,3893159.0,61.0,199585965.0,1829386.0,182364.5,175500.0,2909357.0,273397.0,5.0,12.0,15.0,230295.0,168682.0,0
With You,With You,AP Dhillon,2023-08-11,QMDA62306899,2025,32.0,159980783.0,17289.0,9007969.0,68.0,118381181.0,1270496.0,15519.0,1386029.0,21262061.0,100962228.0,17.0,974.0,2.0,6948.0,215166.0,0
HUMO,HUMO - Single,Chencho Corleone,2024-04-04,QZXSR2400016,2026,32.0,44035743.0,2761.0,31791992.0,67.0,25128340.0,318423.0,182364.5,27141268.0,265551910.0,19076715.0,24.0,2476.0,15.0,213873.0,124799.0,0
I Love It (& Lil Pump),I Love It - Single,Kanye West,2018-09-06,USUM71814031,2035,32.0,703089599.0,126449.0,21054860.0,65.0,761321778.0,9012438.0,28477.0,19087053.0,154119835.0,182556476.0,52.0,9276.0,27.0,86649.0,2965820.0,1
Love Songs - Bonus,Love Songs,Kaash Paige,2018-11-19,QZES71881447,2031,32.0,478086665.0,80058.0,16908119.0,73.0,121801747.0,1355380.0,3205050.0,150283142.0,1196836319.0,1750.0,29.0,1491.0,7.0,8234.0,2435456.0,0
Me Atraiu - Ao Vivo,Me Atraiu (Ao Vivo),Gabriela Rocha,2023-02-01,BR4WM2300002,2027,32.0,103132095.0,16094.0,9626456.0,63.0,224457485.0,1342976.0,366475.0,22029271.0,285847760.0,4380944.0,6.0,52.0,58.0,6984451.0,118786.0,0
LET'S GET FKD UP,LET'S GET FKD UP (feat. Tribbs),Alok,2023-11-17,DEE862301931,2034,32.0,125445403.0,28349.0,90192884.0,77.0,328527.0,4004.0,182364.5,27141268.0,265551910.0,100962228.0,32.0,95.0,64.0,6504061.0,404270.0,1
I LOVE YOU HOE (w/ 9lives),3x3,Odetari,2023-07-12,QZVFR2301453,2028,32.0,160320384.0,29292.0,5268261.0,64.0,27712131.0,449186.0,182364.5,182400.0,2200000.0,100962228.0,1.0,4.0,3.0,18512.0,394365.0,1
HAPPY,HOPE,NF,2023-04-07,USUM72300449,2032,32.0,127558523.0,29689.0,7546223.0,68.0,56328016.0,701370.0,9222.0,2737285.0,37060287.0,5771624.0,20.0,52475.0,4.0,3837.0,668230.0,0
BOOMBAYAH,SQUARE ONE,BLACKPINK,2016-08-08,KRA401600169,2024,32.0,534374502.0,43033.0,11871864.0,68.0,1785015062.0,18123231.0,348331.0,50310774.0,368912538.0,174681898.0,14.0,3471.0,7.0,105964.0,1251070.0,0
Min Awel Dekika,Min Awel Dekika,Elissa,2022-05-04,LBA132200641,2040,31.9,24195796.0,7751.0,520105.0,52.0,513974720.0,3902623.0,32737.0,1654100.0,40801186.0,15212684.0,4.0,1416.0,3.0,209635.0,968681.0,0
my ex's best friend (with blackbear),my ex's best friend (with blackbear),mgk,2020-08-07,USUM72014730,2042,31.9,682383223.0,115706.0,17572847.0,68.0,183898967.0,1760357.0,2489.0,713454.0,8328967.0,12251314.0,80.0,4674.0,20.0,48721.0,2439849.0,1
Parce (feat. Justin Quiles),Parce (feat. Justin Quiles),Maluma,2020-08-20,USSD12000217,2046,31.9,423582537.0,58315.0,14632113.0,61.0,491738603.0,2883634.0,1401346.0,73369804.0,642003320.0,9604334.0,64.0,7892.0,23.0,1638727.0,965918.0,0
Unknown,El De La Nueva Baby,Lucky Brown,2023-09-14,CLA1D2300086,2041,31.9,83521812.0,10789.0,6141307.0,66.0,127280465.0,489928.0,110443.0,7796172.0,52933390.0,497967066.0,1.0,126.0,3.0,1948038.0,97655.0,1
Borro Cassette,Borro Cassette,Maluma,2015-06-29,USSD11500124,2045,31.9,761287318.0,58967.0,27208424.0,76.0,1659052720.0,4919965.0,198001.0,36363434.0,150155845.0,300327582.0,66.0,6704.0,41.0,285062.0,2419505.0,0
Wild Thoughts,Wild Thoughts,DJ Khaled,2017-06-16,USSM11705088,2043,31.9,1164638213.0,145513.0,45841172.0,74.0,27823167.0,239547.0,136609.0,17079390.0,86703560.0,100962228.0,281.0,158938.0,91.0,735406.0,11992440.0,1
L'ULTIMA POESIA,L'ULTIMA POESIA - Single,Geolier,2024-03-22,ITQ002400247,2044,31.9,41788648.0,2056.0,4977329.0,72.0,34701839.0,218997.0,182364.5,27141268.0,265551910.0,11032977.0,12.0,4574.0,3.0,3793156.0,470963.0,0
loml,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401039,2039,31.9,115748552.0,3133.0,26378677.0,67.0,9659878.0,139519.0,182364.5,27141268.0,265551910.0,100962228.0,18.0,240.0,3.0,52518.0,55731.0,1
In Your Eyes,After Hours,The Weeknd,2020-03-20,USUG12000657,2054,31.8,940914292.0,130934.0,30398290.0,70.0,166787290.0,2132781.0,455015.0,53359943.0,600906044.0,270632997.0,115.0,748.0,34.0,118255.0,6236168.0,1
Take Her Home,Take Her Home - Single,Kenny Chesney,2023-11-10,USWB12306453,2048,31.8,10292715.0,1666.0,3832651.0,9.0,2441458.0,29255.0,3054.0,50322.0,725724.0,217465527.0,13.0,125960.0,8.0,1677021.0,139624.0,0
Don't Wanna Know (feat. Kendrick Lamar),Don't Wanna Know,Maroon 5,2016-10-11,USUM71609975,2055,31.8,946757383.0,87426.0,23437480.0,64.0,936997565.0,5406952.0,661067.0,18590789.0,49143641.0,611909627.0,93.0,5920.0,50.0,169599.0,9035879.0,0
Entra Na Defender,Entra Na Defender,Luan Pereira,2024-03-21,BRRGE2400093,2064,31.8,68372540.0,2469.0,32369315.0,77.0,41802961.0,232946.0,182364.5,50978.0,486300.0,195270165.0,11.0,3.0,43.0,18447798.0,21095.0,0
Falling,Fine Line,Harry Styles,2019-12-13,USSM11912590,2050,31.8,1225776509.0,135760.0,95644468.0,75.0,308365869.0,5355909.0,66101.0,26565378.0,188148281.0,6600033.0,114.0,32921.0,61.0,780422.0,1958247.0,0
We're Good,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,GBAHT2001117,2049,31.8,515693079.0,56753.0,16981156.0,62.0,139617172.0,1511209.0,76990.0,24650112.0,200621230.0,346012847.0,106.0,265354.0,40.0,409034.0,2909613.0,0
Sip (Alcohol),Alcohol - Single,Joeboy,2021-09-24,QZS7J2197906,2063,31.8,115647691.0,51136.0,5269627.0,58.0,215744090.0,1282316.0,812154.0,21567173.0,388440929.0,19685448.0,48.0,7052.0,11.0,546249.0,4087365.0,0
Get You (feat. Kali Uchis),Get You - Single,Daniel Caesar,2016-10-21,TCACR1690004,2056,31.8,1024198691.0,168424.0,41883756.0,76.0,251585070.0,1895986.0,30755.0,14835570.0,101238385.0,651349.0,172.0,15813.0,12.0,35304.0,4056356.0,0
Body,Body,Loud Luxury,2017-10-27,NLF711710457,2059,31.8,1187784950.0,148513.0,50006803.0,74.0,295487246.0,1776887.0,170712.0,11588300.0,130962355.0,248747073.0,173.0,119849.0,68.0,1791986.0,9782303.0,0
One Thing At A Time,One Thing At A Time (Sampler),Morgan Wallen,2022-12-02,USUG12209213,2057,31.8,249576970.0,31843.0,5546389.0,70.0,39198931.0,239096.0,9602.0,2953745.0,37058831.0,100962228.0,20.0,101754.0,3.0,20693.0,410037.0,0
Mentiras | CROSSOVER #3,Mentiras | CROSSOVER #3,Big One,2023-07-25,ARP7V2300024,2051,31.8,99865431.0,12217.0,5490186.0,64.0,169676605.0,490029.0,182364.5,27141268.0,265551910.0,199799559.0,1.0,3042.0,4.0,116607.0,104806.0,0
911,911,Sech,2021-02-05,QM9WM2000134,2058,31.8,352258962.0,68202.0,13733700.0,55.0,415445675.0,2300245.0,321298.0,59055794.0,425874947.0,5980666.0,43.0,26965.0,7.0,59604.0,943449.0,1
Boyz Don't Cry,Boyz Don't Cry,Rod Wave,2023-09-13,USQX92305199,2061,31.8,56903153.0,11259.0,2115211.0,67.0,19153480.0,247547.0,80195.0,7386830.0,63874274.0,1880522.0,3.0,90.0,1.0,1924.0,261112.0,0
"Loser, Baby",Hazbin Hotel Original Soundtrack (Part 1),Andrew Underberg,2024-01-19,QMB622401808,2060,31.8,91969282.0,8656.0,2053660.0,67.0,51683164.0,844140.0,182364.5,27141268.0,265551910.0,100962228.0,3.0,5993.0,15.0,230295.0,53519.0,1
A Thousand Years,A Thousand Years,Aldy Santos,2017-02-27,QM4DW1718219,2062,31.8,13112.0,5.0,478.0,67.0,75926.0,1615.0,182364.5,27141268.0,265551910.0,100962228.0,29.0,48.0,15.0,230295.0,17251.0,0
You Make It Easy,You Make It Easy,Jason Aldean,2018-01-26,QMRSZ1703136,2066,31.8,461456306.0,39872.0,6195765.0,5.0,149557856.0,1484925.0,129190.0,4676244.0,48036714.0,14532218.0,5.0,65951.0,2.0,230295.0,1717815.0,0
Hoy,Hoy,Valentino Merlo,2024-05-22,BK4DA2414210,2065,31.8,3084236.0,396.0,5178216.0,62.0,16220723.0,20462.0,182364.5,27141268.0,265551910.0,16582955.0,2.0,2.0,4.0,319987.0,41919.0,0
Suge,Baby On Baby,DaBaby,2019-03-01,USUM71902966,2053,31.8,647501734.0,112493.0,19804967.0,62.0,447330965.0,3838459.0,514868.0,60994964.0,435082308.0,165058654.0,90.0,2734.0,28.0,76282.0,2919131.0,1
ball w/o you,i am > i was,21 Savage,2018-12-21,QZ45A1700093,2068,31.7,637055162.0,167409.0,20422800.0,77.0,138716504.0,1556410.0,10513.0,3916682.0,29554904.0,47981300.0,19.0,85.0,12.0,83442.0,903827.0,1
Money,Money,Cardi B,2018-10-23,USAT21811495,2070,31.7,580625472.0,62829.0,21001481.0,65.0,551699941.0,5832935.0,933238.0,242352463.0,1855716339.0,117323780.0,73.0,29962.0,30.0,80695.0,24631.0,1
Queen of Kings,Queen of Kings,Alessandra,2023-01-08,NOW7B2301090,2069,31.7,162396159.0,44113.0,11475897.0,66.0,120017704.0,1180096.0,66925.0,20374918.0,276521416.0,10071948.0,24.0,18103.0,12.0,144199.0,670703.0,0
Hasta Que Dios Diga,Emmanuel,Anuel AA,2020-05-29,QM4TX2084345,2071,31.7,657768560.0,87832.0,40590466.0,71.0,485818371.0,2230333.0,56900.0,4821532.0,48119818.0,111654843.0,93.0,4268.0,19.0,250832.0,1043955.0,1
H.Y.B. (feat. Bas & Central Cee),Might Delete Later,J. Cole,2024-04-05,USUG12402406,2074,31.7,36824548.0,6647.0,36021058.0,67.0,7143716.0,141721.0,182364.5,27141268.0,265551910.0,4619708.0,10.0,2934.0,3.0,138748.0,173469.0,1
No Type,No Type,Rae Sremmurd,2014-09-16,USUM71413477,2072,31.7,584277301.0,124262.0,20748688.0,64.0,902705161.0,5564747.0,287477.0,67770069.0,510652592.0,171074585.0,64.0,18018.0,30.0,206604.0,4334574.0,1
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-24,USSM12100532,2067,31.7,1902241314.0,7736.0,1546777.0,44.0,577007299.0,11124112.0,182364.5,27141268.0,265551910.0,2455399379.0,94.0,16421.0,6.0,3447.0,903827.0,0
Unknown,Unknown,YOASOBI,2019-12-15,JPP301900716,2085,31.6,588095934.0,82659.0,7746455.0,67.0,690674947.0,5232424.0,146905.0,80235443.0,613017696.0,84307511.0,59.0,2186.0,7.0,11927.0,1740273.0,0
Sand In My Boots,Dangerous: The Double Album,Morgan Wallen,2021-01-08,USUG12004193,2078,31.6,379462137.0,52985.0,7003255.0,72.0,144996999.0,759185.0,38414.0,17034027.0,137402135.0,75996858.0,23.0,192139.0,2.0,2873.0,886799.0,0
Fouji Fojan Lofi 2 (feat. Aamin Barodi & Sapna Choudhary),Fouji Fojan 2 Lofi (feat. Aamin Barodi & Sapna Choudhary),Raj Mawer,2024-03-14,ING642402006,2088,31.6,41746.0,2.0,31.0,67.0,65576399.0,290795.0,182364.5,27141268.0,265551910.0,100962228.0,29.0,5993.0,15.0,230295.0,3.0,0
Overseas,Overseas,D-Block Europe,2021-11-18,GB2DY2100828,2086,31.6,216354398.0,90545.0,5425432.0,64.0,92356896.0,647095.0,27652.0,13161166.0,148927892.0,33939271.0,14.0,5281.0,4.0,9626.0,1065136.0,1
Monster (Shawn Mendes &amp; Justin Bieber),Monster,Shawn Mendes,2020-11-20,USUM72018810,2075,31.6,606018960.0,77941.0,24028281.0,61.0,249997553.0,4474871.0,148379.0,24539124.0,177089056.0,147014107.0,129.0,155635.0,39.0,360380.0,2455342.0,0
Last Friday Night (T.G.I.F.),Teenage Dream,Katy Perry,2010-01-01,USCA21001264,2084,31.6,1144535829.0,170779.0,83827327.0,71.0,1604084148.0,8081370.0,96013.0,58785473.0,592235618.0,1563364588.0,85.0,120606.0,40.0,395080.0,4134026.0,0
Circo Loco,Her Loss,Drake,2022-11-04,USUG12208606,2077,31.6,201467069.0,74719.0,15970383.0,65.0,20937003.0,225873.0,21780.0,12829866.0,119899800.0,100962228.0,25.0,1.0,5.0,139795.0,765958.0,1
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,2021-04-08,USRC12100760,2083,31.6,1823871908.0,8460.0,1666482.0,46.0,462218257.0,4949298.0,182364.5,27141268.0,265551910.0,2309356254.0,90.0,111842.0,2.0,6198.0,903827.0,0
Limbo,Freddie's Inferno,Freddie Dredd,2022-08-11,USRC12201645,2080,31.6,290154153.0,78735.0,11859340.0,68.0,23082946.0,421187.0,212440.0,107112714.0,914597307.0,909289.0,8.0,1155.0,10.0,97797.0,2165418.0,1
Laad Piya Ke,Laad Piya Ke,Raju Punjabi,2022-05-04,INA1I1900134,2087,31.6,17675254.0,894.0,101013.0,55.0,573015231.0,1299244.0,182364.5,27141268.0,265551910.0,23808458.0,29.0,5993.0,15.0,230295.0,65032.0,0
Coco Cola,Coco Cola,Ruchika Jangid,2020-09-04,INN172010039,2081,31.6,16483067.0,1547.0,487542.0,53.0,1019712247.0,4023690.0,182364.5,27141268.0,265551910.0,100962228.0,29.0,5993.0,15.0,230295.0,41569.0,0
DUELE EL CORAZON,The RCA-List (Vol. 2),Enrique Iglesias,2016-01-01,USRC11600642,2100,31.5,654612558.0,69811.0,19744540.0,63.0,1571210815.0,5796659.0,62284.0,4778610.0,57898629.0,393609199.0,81.0,1510.0,72.0,256459.0,9176132.0,0
The Code,The Code,Nemo,2024-02-29,DEUM72401182,2091,31.5,52925522.0,4755.0,12993786.0,79.0,35640835.0,468153.0,182364.5,456500.0,7397500.0,2606582.0,37.0,5288.0,35.0,490971.0,178195.0,0
A Puro Dolor,A Puro Dolor - Single,Gabito Ballesteros,2023-12-02,USA2P2355925,2098,31.5,145332157.0,8065.0,19954898.0,80.0,79026835.0,407599.0,182364.5,115698.0,670588.0,1351870315.0,8.0,701.0,8.0,8103118.0,233530.0,0
Baddie,I'VE MINE,IVE,2023-10-13,QMDA72364152,2094,31.5,97738080.0,9673.0,7806354.0,67.0,105403652.0,1173505.0,93100.0,58913003.0,599706698.0,563430275.0,13.0,1245.0,4.0,230164.0,198905.0,0
Prisoner (feat. Dua Lipa),Prisoner (feat. Dua Lipa),Miley Cyrus,2020-11-20,USRC12003364,2101,31.5,795449825.0,89489.0,26707311.0,67.0,156172635.0,2182645.0,59449.0,27673273.0,248223677.0,18039448.0,199.0,204128.0,72.0,1381166.0,2311374.0,0
Why Not,Why Not,Ghostface Playa,2022-04-01,QM4TX2235296,2099,31.5,187925725.0,56849.0,20452829.0,64.0,132788074.0,1959343.0,86033.0,73834050.0,790515512.0,1740665.0,12.0,6.0,2.0,83044.0,1400731.0,1
Got It On Me,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013361,2096,31.5,501468322.0,167938.0,19174702.0,67.0,145512290.0,2125906.0,65170.0,21468930.0,199737055.0,45400.0,8.0,2184.0,4.0,1200.0,855218.0,1
intro (end of the world),eternal sunshine,Ariana Grande,2024-03-08,USUM72317270,2090,31.5,216386557.0,6696.0,14339377.0,82.0,4613304.0,63775.0,182364.5,27141268.0,265551910.0,100962228.0,15.0,140.0,1.0,12028.0,367285.0,1
All I Want for Christmas Is You,Merry Christmas,Mariah Carey,1994-01-01,USSM19400325,2097,31.5,1810649765.0,109411.0,45003974.0,60.0,824500156.0,7455155.0,18894720.0,1432227925.0,15963128797.0,29891688.0,418.0,131873.0,143.0,1390899.0,6531412.0,0
La Rompe Corazones,La Rompe Corazones,Daddy Yankee,2017-01-13,US2BU1603070,2093,31.5,526264393.0,48041.0,19056854.0,66.0,1423626083.0,4711667.0,307866.0,4422112.0,34073736.0,252888925.0,38.0,7362.0,30.0,301234.0,1741563.0,0
QUE ME FALTE TODO,QUE ME FALTE TODO,Luck Ra,2023-10-26,CLPP22300109,2089,31.5,83544478.0,7535.0,12487998.0,66.0,106772777.0,296327.0,67500.0,1213643.0,19661922.0,224854786.0,2.0,5020.0,17.0,323249.0,80972.0,0
How To Fly (Abbey Road Remaster 2024),Caress Your Soul (Abbey Road Remaster 2024),Sticky Fingers,2024-03-08,AUUR12400049,2092,31.5,190342124.0,60.0,16287.0,67.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,29.0,2.0,15.0,230295.0,903827.0,0
Dj Dayak Full Beat Lagu Malihi Janji,Dj Dayak Full Beat Lagu Malihi Janji,Jeremya Ginting,2022-12-06,SGB502295030,2095,31.5,3211473.0,678.0,245209.0,67.0,147139870.5,1277936.5,2851400.0,64372906.0,1451994379.0,100962228.0,29.0,5993.0,15.0,230295.0,903827.0,0
360,360,Charli xcx,2024-05-10,USAT22401341,2104,31.4,31940305.0,3363.0,94336088.0,76.0,3784807.0,147917.0,182364.5,27141268.0,265551910.0,190472731.0,85.0,1488.0,38.0,7757359.0,50140.0,1
GATA ONLY (Con Cris MJ),GATA ONLY (Con Cris MJ),FloyyMenor,2024-02-02,QZDA62409561,2105,31.4,668280514.0,3.0,346.0,67.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,29.0,5993.0,15.0,230295.0,903827.0,0
Love Scars,A Love Letter To You,Trippie Redd,2017-05-14,QMEU31704830,2103,31.4,402970867.0,78206.0,11962192.0,5.0,101938749.0,1029804.0,252850.0,36416884.0,249602373.0,32722.0,51.0,10.0,15.0,41759.0,745513.0,1
Die Hard,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,USUM72208965,2107,31.4,318340376.0,83638.0,10749840.0,71.0,43714392.0,491664.0,3974.0,1738489.0,11351079.0,7985091.0,36.0,57147.0,8.0,116857.0,1032548.0,1
Akher Yawm,Akher Yawm - Single,Ghaliaa,2023-08-07,SGW502328333,2109,31.4,447624.0,133.0,28248.0,29.0,20172.0,453.0,1600000.0,23539380.0,479314735.0,100962228.0,29.0,7.0,15.0,230295.0,42579.0,0
Ascend,Ascend - Single,Dezko,2023-06-09,QM7282324662,2114,31.3,76305266.0,31142.0,26310863.0,66.0,59140995.0,748335.0,161889.0,9494127.0,159434907.0,863864.0,8.0,12078.0,18.0,354311.0,1327579.0,0
SI SABE FERXXO,SI SABE FERXXO,Blessd,2024-01-24,QZZ3N2400002,2117,31.3,124020754.0,8723.0,37831803.0,74.0,32907129.0,291898.0,182364.5,27141268.0,265551910.0,400807241.0,17.0,9413.0,21.0,1797464.0,194069.0,1
Wind Up Missin' You,Wind Up Missin' You - Single,Tucker Wetmore,2024-03-29,QM24S2401097,2116,31.3,58496778.0,5573.0,30858408.0,74.0,6718753.0,63141.0,182364.5,1252899.0,50112477.0,185661403.0,22.0,2759.0,15.0,230295.0,233617.0,1
No Limit,No Limit,G-Eazy,2017-09-07,USRC11702117,2118,31.3,660710453.0,90212.0,20770256.0,62.0,814200168.0,5248262.0,53877.0,9086422.0,50335494.0,203173355.0,122.0,2881.0,21.0,98271.0,5468546.0,1
ten,ten,Fred again..,2023-10-13,GBAHS2301151,2110,31.3,80795111.0,29807.0,14707999.0,67.0,3922613.0,53253.0,182364.5,27141268.0,265551910.0,100962228.0,30.0,5576.0,11.0,116217.0,394864.0,0
"Dance For Me (1, 2, 3) - Stutter Techno","Dance For Me (1, 2, 3) [Stutter Techno]",Sonny Wern,2023-10-06,NL1DT2300205,2115,31.3,87323895.0,31519.0,22810387.0,67.0,147139870.5,1277936.5,21439.0,8893299.0,119926922.0,100962228.0,20.0,2057.0,22.0,142486.0,403097.0,0
Paro,Paro,Nej,2021-05-21,FR96X2142743,2112,31.3,120054361.0,36872.0,4548963.0,56.0,468441213.0,5119403.0,864786.0,91708546.0,1160667367.0,113281222.0,6.0,19109.0,8.0,158949.0,2275813.0,1
HOPE,HOPE,NF,2023-02-16,USUM72300445,2111,31.3,164875589.0,40366.0,16074335.0,64.0,124609202.0,2299632.0,23876.0,25274887.0,261238878.0,110745374.0,10.0,577.0,5.0,5883.0,557175.0,0
On My Way,On My Way,Alan Walker,2019-03-21,NOG841901010,2119,31.3,670068696.0,75834.0,16363220.0,67.0,665558958.0,11599426.0,1228819.0,61987054.0,713445624.0,350041385.0,57.0,23803.0,25.0,534986.0,4910579.0,1
You Need To Calm Down,You Need To Calm Down,Taylor Swift,2019-06-14,USUG11901470,2113,31.3,935098853.0,63937.0,44356528.0,75.0,437794062.0,5982989.0,115567.0,38779190.0,255624404.0,281696624.0,159.0,70122.0,39.0,1053627.0,2751022.0,0
Starting Over,Starting Over,Chris Stapleton,2020-08-27,USUM72013812,2134,31.2,320586187.0,52739.0,9354750.0,71.0,174357045.0,850627.0,20041.0,5682477.0,50043423.0,414350862.0,50.0,105621.0,12.0,99431.0,1663359.0,0
295,Moosetape,Sidhu Moose Wala,2021-05-15,INU252102408,2130,31.2,267897492.0,21677.0,5861599.0,68.0,677472355.0,11160045.0,135126.0,7799090.0,98802368.0,628498.0,8.0,52.0,15.0,230295.0,335298.0,0
Gangsta's Paradise (feat. L.V.),...And You Don't Stop - A Celebration of 50 Years of Hip Hop,Coolio,2023-08-11,USTB12300126,2128,31.2,1666699743.0,7.0,2021.0,13.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,29.0,5993.0,15.0,230295.0,903827.0,0
Gulabi Sharara,Gulabi Sharara,Inder Arya,2023-07-27,INS7A2500864,2122,31.2,17389541.0,1613.0,158758.0,53.0,219300210.0,1776778.0,70.0,2742.0,38956.0,100962228.0,29.0,23.0,15.0,230295.0,903827.0,0
Otro Atardecer,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214891,2126,31.2,426439016.0,58352.0,12590067.0,71.0,187059915.0,1140762.0,63700.0,33219040.0,232987490.0,20261939.0,15.0,5993.0,2.0,605.0,961174.0,0
Unknown,Unknown,Muti,2023-11-17,TRCGH2300006,2132,31.2,49630584.0,7644.0,1077118.0,67.0,102074133.0,305216.0,38600.0,70954.0,6598274.0,304330982.0,3.0,1611.0,1.0,716.0,182499.0,0
